timestamp,candle_start,side,entry_price,shares,cost,ml_confidence,book_signal,books_agree,spread,ev,ev_pct,btc_change_at_entry,rsi,minute_entered,outcome,profit,won
2026-02-07T03:04:04.847295,1770429600,DN,0.54,9.25925925925926,5.0,0.7000000000000001,-,False,0,0,0,-0.06477211078525552,0,4,DN,4.2592592592592595,True
2026-02-07T03:32:21.446731,1770431400,DN,0.35000000000000003,14.285714285714285,5.0,0.7800000000000001,-,False,0,0,0,-0.10246933819005735,0,2,DN,9.285714285714285,True
2026-02-07T04:22:26.700711,1770434100,UP,0.15000000000000002,33.33333333333333,5.0,0.7500000000000001,-,False,0,0,0,0.07067907193530608,0,7,UP,28.33333333333333,True
2026-02-07T04:49:25.163910,1770435900,DN,0.52,9.615384615384615,5.0,0.65,-,False,0,0,0,-0.05000490161040387,0,4,UP,-5.0,False
2026-02-07T05:31:31.006936,1770438600,DN,0.51,9.803921568627452,5.0,0.8300000000000001,-,False,0,0,0,-0.45017764829626206,0,1,DN,4.803921568627452,True
2026-02-07T07:20:57.593203,1770444900,DN,0.58,8.620689655172415,5.0,0.75,-,False,0,0,0,-0.1794908385181786,0,5,UP,-5.0,False
2026-02-07T07:50:24.272837,1770446700,UP,0.13,38.46153846153846,5.0,0.65,-,False,0,0,0,0.05008316260609728,0,5,DN,-5.0,False
2026-02-07T08:35:59.438909,1770449400,DN,0.58,8.620689655172415,5.0,0.65,-,False,0,0,0,-0.057943957687086524,0,5,UP,-5.0,False
2026-02-07T09:02:01.804486,1770451200,DN,0.58,8.620689655172415,5.0,0.7000000000000001,-,False,0,0,0,-0.054135694474205714,0,2,DN,3.6206896551724146,True
2026-02-07T09:33:40.079302,1770453000,DN,0.29000000000000004,17.241379310344826,5.0,0.65,-,False,0,0,0,-0.05004255443497573,0,3,UP,-5.0,False
2026-02-07T10:01:32.998880,1770454800,DN,0.43,11.627906976744185,5.0,0.8,-,False,0,0,0,-0.18838720960736113,0,1,UP,-5.0,False
2026-02-07T11:31:31.123042,1770460200,DN,0.31,16.129032258064516,5.0,0.7500000000000001,-,False,0,0,0,-0.08155438875844617,0,1,DN,11.129032258064516,True
2026-02-07T12:03:28.811641,1770462000,DN,0.58,8.620689655172415,5.0,0.68,-,False,0,0,0,-0.05347908110674693,0,3,UP,-5.0,False
2026-02-07T12:36:51.463227,1770463800,UP,0.55,9.09090909090909,5.0,0.65,-,False,0,0,0,0.052197721317759,0,6,DN,-5.0,False
2026-02-07T13:50:44.847172,1770468300,DN,0.44,11.363636363636363,5.0,0.8,-,False,0,0,0,-0.24568845303187475,0,5,DN,6.363636363636363,True
2026-02-07T14:33:48.848574,1770471000,UP,0.24000000000000002,20.833333333333332,5.0,0.65,-,False,0,0,0,0.0502933610593014,0,3,DN,-5.0,False
2026-02-07T15:01:31.073995,1770472800,UP,0.39,12.82051282051282,5.0,0.7000000000000001,-,False,0,0,0,0.05069949068674733,0,1,UP,7.820512820512819,True
2026-02-07T15:46:51.003859,1770475500,DN,0.58,8.620689655172415,5.0,0.8300000000000001,-,False,0,0,0,-0.3759779920977865,0,1,DN,3.6206896551724146,True
2026-02-07T16:46:40.517984,1770479100,UP,0.5700000000000001,8.771929824561402,5.0,0.7000000000000001,-,False,0,0,0,0.05032874014077955,0,1,DN,-5.0,False
2026-02-07T17:16:58.751465,1770480900,DN,0.37,13.513513513513514,5.0,0.68,-,False,0,0,0,-0.05010682666422375,0,1,DN,8.513513513513514,True
2026-02-07T20:32:32.920213,1770492600,DN,0.58,8.620689655172415,5.0,0.7300000000000001,-,False,0,0,0,-0.1428367828469193,0,2,DN,3.6206896551724146,True
2026-02-07T21:04:14.926656,1770494400,DN,0.4,12.5,5.0,0.65,-,False,0,0,0,-0.05039446327442968,0,4,UP,-5.0,False
2026-02-07T22:01:30.726079,1770498000,UP,0.37,13.513513513513514,5.0,0.7500000000000001,-,False,0,0,0,0.11047663268374137,0,1,DN,-5.0,False
