timestamp,candle_start,side,entry_price,shares,cost,ml_confidence,book_signal,books_agree,spread,ev,ev_pct,btc_change_at_entry,rsi,minute_entered,outcome,profit,won
2026-02-06T16:32:03.504688,1770391800,DN,0.5700000000000001,8.771929824561402,5.0,0.711607467571827,DN,True,0.009999999999999953,1.2421707681739207,0.24843415363478413,-0.019814032617615218,50.0,2,UP,-5.0,False
2026-02-06T16:50:54.746477,1770392700,DN,0.53,9.433962264150942,5.0,0.7084134965342151,DN,True,0.010000000000000009,1.6831461937190095,0.3366292387438019,-0.04339060835038538,0.0,5,UP,-5.0,False
2026-02-06T17:15:24.255978,1770394500,DN,0.58,8.620689655172415,5.0,0.7172104286811314,DN,True,0.010000000000000009,1.1828485231132024,0.2365697046226405,-0.007623079945842499,0.0,0,UP,-5.0,False
2026-02-06T17:49:57.311791,1770396300,UP,0.63,7.936507936507937,5.0,0.7212016152861225,UP,True,0.010000000000000009,0.7238223435406548,0.14476446870813095,0.014832462033769395,93.75,4,UP,2.9365079365079367,True
2026-02-06T18:05:26.292475,1770397200,DN,0.62,8.064516129032258,5.0,0.7565495344610722,DN,True,0.010000000000000009,1.101205923073163,0.2202411846146326,-0.06030371849507576,0.0,5,UP,-5.0,False
2026-02-06T18:35:45.481270,1770399000,DN,0.52,9.615384615384615,5.0,0.711607467571827,DN,True,0.015000000000000013,1.8423794958829518,0.36847589917659035,-0.028211016124383616,0.0,5,UP,-5.0,False
2026-02-06T19:03:10.819595,1770400800,DN,0.6,8.333333333333334,5.0,0.7508469659292885,DN,True,0.009999999999999981,1.2570580494107375,0.2514116098821475,-0.014071556323982772,0.0,3,DN,3.333333333333334,True
2026-02-06T19:34:07.141553,1770402600,UP,0.59,8.474576271186441,5.0,0.7113789473684213,UP,True,0.009999999999999981,1.0286351471900117,0.20572702943800233,0.050849010220278,76.61,4,UP,3.474576271186441,True
2026-02-06T19:51:54.330574,1770403500,DN,0.51,9.803921568627452,5.0,0.7160171973793772,DN,True,0.015000000000000013,2.0197764448958555,0.4039552889791711,-0.04717228366267411,0.0,6,UP,-5.0,False
2026-02-06T20:16:28.440298,1770405300,DN,0.56,8.928571428571427,5.0,0.7346492926668841,DN,True,0.014999999999999958,1.559368684525749,0.3118737369051498,-0.01811780427631911,0.0,1,UP,-5.0,False
2026-02-06T20:31:30.050839,1770406200,DN,0.59,8.474576271186441,5.0,0.6834817750286543,DN,True,0.009999999999999981,0.7922184324462229,0.1584436864892446,-0.012492245823432602,0.0,1,UP,-5.0,False
2026-02-06T20:47:36.625203,1770407100,UP,0.63,7.936507936507937,5.0,0.7764745380815443,UP,True,0.010000000000000009,1.1624963339805108,0.23249926679610217,0.5462408173805628,0.0,2,UP,2.9365079365079367,True
2026-02-06T21:02:12.435653,1770408000,DN,0.58,8.620689655172415,5.0,0.696321285821755,DN,True,0.010000000000000009,1.0027697053599578,0.20055394107199156,-0.017591458574317168,0.0,2,DN,3.6206896551724146,True
2026-02-06T21:18:07.714579,1770408900,DN,0.64,7.8125,5.0,0.7329718200549394,DN,True,0.015000000000000013,0.7263423441792147,0.14526846883584293,-0.0062774888681272935,0.0,3,UP,-5.0,False
2026-02-06T21:30:37.423386,1770409800,DN,0.58,8.620689655172415,5.0,0.7346492926668841,DN,True,0.010000000000000009,1.3331835574731388,0.26663671149462775,-0.014047694049729092,0.0,0,DN,3.6206896551724146,True
2026-02-07T00:32:31.917518,1770410700,DN,0.49,10.204081632653061,5.0,0.7928067152916676,DN,True,0.010000000000000009,3.0898644417517094,0.6179728883503419,-0.1710963617948136,0.0,0,DN,5.204081632653061,True
2026-02-07T01:22:32.871878,1770423300,UP,0.54,9.25925925925926,5.0,0.718022980597002,UP,True,0.010000000000000009,1.6483609314537224,0.32967218629074446,0.057138785978919665,66.67,7,UP,4.2592592592592595,True
2026-02-07T01:32:06.599153,1770424200,DN,0.55,9.09090909090909,5.0,0.6820369420441715,DN,True,0.010000000000000009,1.2003358367651948,0.24006716735303896,-0.0159940752134503,0.0,2,DN,4.09090909090909,True
