timestamp,candle_start,side,entry_price,shares,cost,ml_confidence,book_signal,books_agree,spread,ev,ev_pct,btc_change_at_entry,rsi,minute_entered,outcome,profit,won
2026-02-05T22:39:43.674129,1770327000,DN,0.65,7.692307692307692,5.0,0.711607467571827,DN,True,0.010000000000000009,0.4739035967063616,0.09478071934127233,-1.5668266440690535e-05,0.0,9,UP,-5.0,False
2026-02-05T23:31:06.681195,1770330600,DN,0.55,9.09090909090909,5.0,0.614649292666884,-,False,0,0.5877208424262168,0.11754416848524336,-0.028177067746756677,0.0,1,UP,-5.0,False
2026-02-05T23:52:23.356139,1770331500,UP,0.68,7.352941176470588,5.0,0.730208237874726,UP,True,0.015000000000000013,0.36917821966710296,0.0738356439334206,0.005733036694243959,99.83,7,UP,2.352941176470588,True
2026-02-06T01:47:12.981251,1770338700,DN,0.52,9.615384615384615,5.0,0.5916074675718269,-,False,0,0.6885333420367967,0.13770666840735934,-0.0419836410328622,0.0,2,DN,4.615384615384615,True
2026-02-06T02:16:17.364313,1770340500,DN,0.58,8.620689655172415,5.0,0.6096991058673821,-,False,0,0.2560267747188112,0.05120535494376224,-0.008280073405261351,0.0,1,DN,3.6206896551724146,True
2026-02-06T02:31:10.154107,1770341400,UP,0.58,8.620689655172415,5.0,0.597488038277512,-,False,0,0.150758950668207,0.030151790133641398,0.03133629722478461,99.92,1,DN,-5.0,False
2026-02-06T03:15:14.951970,1770344100,DN,0.52,9.615384615384615,5.0,0.7035651963561479,DN,False,0.015000000000000013,1.7650499649629605,0.3530099929925921,-0.06822502661762705,4.61,0,DN,4.615384615384615,True
2026-02-06T03:32:31.194245,1770345000,DN,0.58,8.620689655172415,5.0,0.8293074939633024,DN,True,0.015000000000000013,2.1492025341664007,0.4298405068332801,-0.27395393717830036,0.58,2,DN,3.6206896551724146,True
2026-02-06T04:00:23.364625,1770346800,DN,0.59,8.474576271186441,5.0,0.614649292666884,-,False,0,0.20889231073630476,0.041778462147260956,-0.015779231025477826,0.0,0,DN,3.474576271186441,True
2026-02-06T04:26:22.907647,1770347700,DN,0.32,15.625,5.0,0.6009456549851139,-,False,0,4.389775859142404,0.8779551718284807,-0.07601639415072974,50.0,11,UP,-5.0,False
2026-02-06T04:38:43.523756,1770348600,DN,0.51,9.803921568627452,5.0,0.5916074675718269,-,False,0,0.8000732114884999,0.16001464229769996,-0.040982656547727446,99.94,8,DN,4.803921568627452,True
2026-02-06T04:45:57.153555,1770349500,DN,0.49,10.204081632653061,5.0,0.7593074939633023,,True,0.010000000000000009,2.7480356526867586,0.5496071305373518,-0.2484825270156333,0.01,0,DN,5.204081632653061,True
2026-02-06T05:04:29.738278,1770350400,UP,0.68,7.352941176470588,5.0,0.7034957729569776,UP,True,0.010000000000000009,0.172763036448365,0.034552607289673,0.0075553249138818925,99.89,4,DN,-5.0,False
2026-02-06T05:16:58.759436,1770351300,UP,0.61,8.19672131147541,5.0,0.667488038277512,UP,True,0.020000000000000018,0.47121342850419623,0.09424268570083924,0.041020149495648695,99.6,1,UP,3.196721311475409,True
2026-02-06T05:31:39.542211,1770352200,DN,0.68,7.352941176470588,5.0,0.7458221260309279,DN,True,0.010000000000000009,0.48398622081564646,0.09679724416312929,-0.0052244843449368115,21.43,1,DN,2.352941176470588,True
2026-02-06T05:47:37.982746,1770353100,UP,0.65,7.692307692307692,5.0,0.7017297495254962,UP,True,0.009999999999999981,0.3979211501961242,0.07958423003922484,0.04116850480972304,99.87,2,UP,2.6923076923076916,True
2026-02-06T06:01:08.769643,1770354000,DN,0.6900000000000001,7.246376811594202,5.0,0.735089260417021,DN,True,0.009999999999999953,0.32673377113783353,0.06534675422756671,-0.006392542136867339,0.0,1,UP,-5.0,False
2026-02-06T06:15:11.743899,1770354900,UP,0.43,11.627906976744185,5.0,0.6109495767390504,-,False,0,2.1040648458029105,0.4208129691605821,0.5261873443056739,100.0,0,UP,6.627906976744185,True
2026-02-06T06:32:30.056491,1770355800,UP,0.6900000000000001,7.246376811594202,5.0,0.7354210419720371,UP,True,0.009999999999999953,0.3291379853046159,0.06582759706092318,0.010242160702106073,99.88,2,UP,2.246376811594202,True
2026-02-06T06:46:39.962275,1770356700,DN,0.64,7.8125,5.0,0.6787871034932547,-,False,0,0.30302424604105216,0.06060484920821043,-0.09717866532606288,0.04,1,DN,2.8125,True
2026-02-06T07:08:14.628633,1770357600,UP,0.71,7.042253521126761,5.0,0.7476440910939152,UP,True,0.010000000000000009,0.2650992330557411,0.053019846611148225,0.022930085546975232,99.95,8,UP,2.042253521126761,True
2026-02-06T07:16:01.560920,1770358500,DN,0.6,8.333333333333334,5.0,0.641607467571827,,True,0.009999999999999981,0.346728896431892,0.06934577928637839,-0.012088399772884692,0.0,1,DN,3.333333333333334,True
2026-02-06T07:30:36.250922,1770359400,DN,0.55,9.09090909090909,5.0,0.5916074675718269,-,False,0,0.37824970519842616,0.07564994103968523,-0.018304571357831447,0.0,0,DN,4.09090909090909,True
2026-02-06T07:46:38.171431,1770360300,DN,0.52,9.615384615384615,5.0,0.7060056167625355,-,False,0,1.7885155457936097,0.35770310915872194,-0.02528566212596022,0.0,1,DN,4.615384615384615,True
2026-02-06T08:00:57.492141,1770361200,DN,0.61,8.19672131147541,5.0,0.7360568672436313,-,False,0,1.0332530101936985,0.2066506020387397,-0.010641304685473373,0.0,0,DN,3.196721311475409,True
2026-02-06T08:20:20.572018,1770362100,UP,0.64,7.8125,5.0,0.7182019813779039,-,False,0,0.6109529795148747,0.12219059590297494,0.04107398869334911,0.0,5,DN,-5.0,False
2026-02-06T08:45:44.350387,1770363900,DN,0.54,9.25925925925926,5.0,0.6848129008313272,-,False,0,1.3408601928826593,0.2681720385765319,-0.023631402767112265,0.0,0,DN,4.2592592592592595,True
2026-02-06T09:00:44.799104,1770364800,DN,0.47000000000000003,10.638297872340425,5.0,0.7548792541312197,,False,0.020000000000000018,3.0306303630980818,0.6061260726196164,-0.12520848167989818,0.0,0,UP,-5.0,False
2026-02-06T09:16:21.045880,1770365700,UP,0.5700000000000001,8.771929824561402,5.0,0.6674081192976007,-,False,0,0.8544571868210582,0.17089143736421164,0.030821240651106536,99.87,1,UP,3.7719298245614024,True
