timestamp,candle_start,asset,side,entry_price,shares,cost,order_type,phase,physics_confidence,book_signal,books_agree,spread,arb_gap,btc_change_at_entry,minute_entered,outcome,profit,won,maker_fee,taker_fee_saved
2026-02-09T14:06:37.107773,1770642000,sol,DN,0.37,13.51,5.0,maker,directional,0.77,-,False,0,0,-0.17760372194870377,6,UP,-5.0,False,0.0,0.183518522775
